date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-06,10,0.0,6,6,AFRICA,SUDAN,"Heglig, Al Jazirah, Sudan",37030,14.883,-6965
2025-11-06,10,0.0,2,2,SPECIAL ENVOY,SUDAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-06,36,4.0,2,2,THE UN,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,190,-10.0,1,1,DEFENCE FORCE,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,12,-0.4,1,1,SUDAN,UN SECURITY COUNCIL,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,154,-7.2,1,1,SUDAN,SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,1822,-9.0,2,2,MEDIA,MILITIA,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,138,-7.0,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-06,80,5.0,1,1,SUDAN,JAKARTA,Sudan,,16.0,SU
2025-11-06,161,-4.0,10,10,SOUTH SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,61,6.4,10,10,SUDAN,COMPANIES,Sudan,,16.0,SU
2025-11-06,1821,-9.0,3,3,PROSECUTOR,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,1124,-2.0,3,3,PROSECUTOR,INTERNATIONAL CRIMINAL COURT,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,138,-7.0,10,10,ISLAM,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,138,-7.0,4,4,SUDANESE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,193,-10.0,8,8,MILITANT,CHRISTIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-30,192,-9.5,4,4,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,43,2.8,1,1,THE UN,REFUGEE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,874,10.0,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,42,1.9,1,1,CHAD,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,60,6.0,10,10,POPULATION,,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,874,10.0,1,1,COMMANDER,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,193,-10.0,3,3,REBEL,SUDAN,"Barah, Shamal Kurdufan, Sudan",37089,13.7,-3522
2025-11-06,46,7.0,3,3,SUDAN,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,10,0.0,3,3,SOUTH SUDAN,AFRICA,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,84,7.0,10,10,PARAMILITARY FORCE,,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,841,7.0,10,10,SUDANESE,,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,1821,-9.0,8,8,SUDANESE,GANG,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,190,-10.0,6,6,SUDAN,HOSPITAL,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-07,192,-9.5,4,4,PARAMILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,46,7.0,3,3,,MILITARY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,40,1.0,5,5,,A US,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,181,-9.0,5,5,CIVILIAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,46,7.0,5,5,MILITARY,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-10-30,190,-10.0,1,1,SUDANESE,WORLD HEALTH ORGANIZATION,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,256,-0.3,2,2,GERMANY,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,190,-10.0,1,1,HOSPITAL,WORLD HEALTH ORGANIZATION,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,40,1.0,1,1,SUDANESE,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,40,1.0,1,1,SUDANESE,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,111,-2.0,6,6,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,120,-4.0,2,2,SUDANESE,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,40,1.0,8,8,AFRICA,ARMY CHIEF,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-30,120,-4.0,6,6,RESIDENTS,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-30,120,-4.0,4,4,THE ASSOCIATED PRESS,SAUDI,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,190,-10.0,2,2,SUDAN,CIVILIAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,171,-9.2,10,10,PARAMILITARY,HOSPITAL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,110,-2.0,10,10,SUDAN,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,161,-4.0,3,3,SOUTH SUDAN,SUDAN,Sudan,,16.0,SU
2025-11-06,14,0.0,6,6,DEPUTY,PRESIDENT,Sudan,,16.0,SU
2025-11-06,110,-2.0,2,2,NILE,SHARED INTEREST,Sudan,,16.0,SU
2025-11-06,44,2.5,1,1,EGYPTIAN,SUDAN,Sudan,,16.0,SU
2025-11-06,128,-5.0,2,2,SUDAN,SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,70,7.0,4,4,SUDAN,DINKA,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,120,-4.0,2,2,SUDAN,HOSPITAL,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,100,-5.0,4,4,ISRAEL,AFRICA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,195,-10.0,6,6,SUDAN,RUSSIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,30,4.0,5,5,MINIST FOR WOMEN,,"Nuba Mountains, Janub Kurdufan, Sudan",37113,12.0,-12205
2025-11-06,10,0.0,5,5,SUDAN,,"Nuba Mountains, Janub Kurdufan, Sudan",37113,12.0,-12205
2025-11-06,73,7.4,7,7,LIBYA,SUDANESE,Sudan,,16.0,SU
2025-11-06,175,-9.0,3,3,JOURNALIST,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,192,-9.5,2,2,MEDIA,,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-06,10,0.0,10,10,RADIO STATION,SUDAN,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-06,163,-8.0,10,10,,GOVERNMENT,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,112,-2.0,8,8,KORDOFAN,VILLAGE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,80,5.0,1,1,SUDAN,JAKARTA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,20,3.0,10,10,SUDAN,TURKEY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,163,-8.0,10,10,AMNESTY INTERNATIONAL,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,193,-10.0,2,2,SUDANESE,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,141,-6.5,4,4,SUDAN,,Sudan,,16.0,SU
2025-11-06,110,-2.0,10,10,GOVERNMENT,,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,111,-2.0,4,4,THE SECURITY COUNCIL,CIVILIAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,51,3.4,2,2,THE SECURITY COUNCIL,SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,90,-2.0,8,8,SUDAN,,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,256,-0.3,4,4,SUDAN,ARMED FORCES,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-10-30,80,5.0,1,1,,BARA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-10-30,80,5.0,7,7,,BARA,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-10-30,192,-9.5,1,1,,BARA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-10-30,192,-9.5,7,7,,BARA,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,140,-6.5,6,6,NIGERIAN,NIGERIAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,140,-6.5,1,1,NIGERIA,NIGERIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,186,-10.0,8,8,BARA,THE UN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,203,-10.0,2,2,DARFUR,RWANDA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,90,-2.0,5,5,HARYANA,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,51,3.4,2,2,HASSAN,MALAYSIAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,334,6.0,1,1,MALAYSIA,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,1821,-9.0,10,10,GANG,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,190,-10.0,5,5,PARAMILITARY,KORDOFAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,25,-0.3,5,5,SUDAN,WASHINGTON,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-10-30,192,-9.5,1,1,ARMY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,61,6.4,1,1,,SWITZERLAND,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,42,1.9,2,2,,DISPLACED PERSON,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,51,3.4,2,2,,DISPLACED PERSON,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,71,7.4,10,10,SWISS,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,94,-2.0,1,1,CIVILIAN,AMNESTY INTERNATIONAL,"El Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,1014,-5.0,1,1,CIVILIAN,AMNESTY INTERNATIONAL,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,181,-9.0,10,10,THE UN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,130,-4.4,10,10,WORLD FOOD PROGRAM,SUDAN,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,138,-7.0,10,10,PROSECUTOR,INTERNATIONAL CRIMINAL COURT,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,180,-9.0,10,10,PROSECUTOR,INTERNATIONAL CRIMINAL COURT,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,112,-2.0,4,4,LOCAL MEDIA,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,144,-7.5,3,3,PARAMILITARY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,43,2.8,2,2,DISPLACED PERSON,,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,125,-5.0,10,10,SUDAN,SCHOOL,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,71,7.4,2,2,SUDAN,MUSLIM,Sudan,,16.0,SU
2025-11-06,180,-9.0,4,4,UNICEF,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,180,-9.0,1,1,UNICEF,,"Geneina, Gharb Darfur, Sudan",37134,13.45,-1936
2025-11-06,180,-9.0,10,10,DARFUR,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,203,-10.0,1,1,SUDAN,,"Geneina, Gharb Darfur, Sudan",37134,13.45,-1936
2025-11-06,203,-10.0,1,1,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,71,7.4,3,3,QATAR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,20,3.0,2,2,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,130,-4.4,12,12,DEPUTY,,Sudan,,16.0,SU
2025-11-06,1124,-2.0,5,5,THE UN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,15,0.0,2,2,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,130,-4.4,1,1,DOCTORS WITHOUT BORDERS,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,130,-4.4,1,1,DOCTORS WITHOUT BORDERS,CIVILIAN,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-05,256,-0.3,1,1,RIYADH,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,120,-4.0,2,2,RIYADH,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,51,3.4,7,7,RIYADH,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,73,7.4,3,3,KORDOFAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-05,10,0.0,2,2,SUDAN,PALESTINIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,73,7.4,10,10,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,42,1.9,5,5,,THE UN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,40,1.0,3,3,AFRICA,SPECIAL ENVOY,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-05,40,1.0,3,3,AFRICA,SPECIAL ENVOY,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-05,10,0.0,6,6,AFRICA,SUDAN,"Heglig, Al Jazirah, Sudan",37030,14.883,-6965
2025-11-05,111,-2.0,10,10,ANGLICAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,20,3.0,10,10,PRESBYTERIAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,10,0.0,2,2,SPECIAL ENVOY,SUDAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-05,10,0.0,10,10,THE UN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,43,2.8,5,5,THE UN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,60,6.0,2,2,LIBYA,SUDANESE,Sudan,,16.0,SU
2025-11-05,70,7.0,2,2,LIBYA,SUDANESE,Sudan,,16.0,SU
2025-11-05,190,-10.0,1,1,DEFENCE FORCE,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-05,256,-0.3,5,5,SUDAN,BISHOP,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,173,-5.0,5,5,,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,43,2.8,2,2,,SUDAN,Sudan,,16.0,SU
2025-11-05,154,-7.2,1,1,COLOMBIAN,COLOMBIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,62,7.4,1,1,COLOMBIAN,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,10,0.0,5,5,NAIROBI,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,50,3.5,8,8,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,128,-5.0,10,10,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,190,-10.0,4,4,SUDANESE,SUDAN,Sudan,,16.0,SU
2025-11-05,42,1.9,5,5,SUDAN,SOUTH SUDANESE,Sudan,,16.0,SU
2025-11-05,20,3.0,10,10,SUDAN,THE INTERNATIONAL COMMUNITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,112,-2.0,2,2,SUDAN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,874,10.0,3,3,SUDANESE,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,12,-0.4,20,20,UNITED NATIONS,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,43,2.8,10,10,THE UN,REFUGEE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,42,1.9,10,10,REFUGEE,THE UN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,71,7.4,10,10,SWISS,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,110,-2.0,3,3,OPPOSITION PARTY,GOVERNMENT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,190,-10.0,1,1,REUTERS,HOSPITAL,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,190,-10.0,1,1,REUTERS,HOSPITAL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,46,7.0,10,10,,JOURNALIST,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,45,5.0,3,3,AFRICA,EGYPT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,12,-0.4,2,2,DEMOCRATIC REPUBLIC OF THE CONGO,AL JAZEERA,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,12,-0.4,2,2,DEMOCRATIC REPUBLIC OF THE CONGO,AL JAZEERA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,13,0.4,2,2,DEMOCRATIC REPUBLIC OF THE CONGO,AL JAZEERA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,162,-5.6,1,1,ARAB LEAGUE,DEMOCRATIC REPUBLIC OF THE CONGO,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,110,-2.0,2,2,UNITED NATIONS,SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-05,175,-9.0,3,3,JOURNALIST,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,192,-9.5,2,2,MEDIA,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,10,0.0,10,10,RADIO STATION,SUDAN,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-05,173,-5.0,10,10,DARFUR,JOURNALIST,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-05,57,8.0,10,10,SUDAN,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-05,100,-5.0,1,1,SUDAN,SOUTH SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-05,46,7.0,2,2,SUDAN,MILITIA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,46,7.0,1,1,MILITIA,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,871,9.0,2,2,MILITIA,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,100,-5.0,1,1,WASHINGTON,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,112,-2.0,6,6,,OMAR AL BASHIR,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-05,60,6.0,1,1,AFRICA,AUTOCRAT,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,40,1.0,10,10,INVESTOR,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,71,7.4,10,10,COMPANIES,GOVERNMENT,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,1122,-2.0,8,8,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,186,-10.0,1,1,POPULATION,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,186,-10.0,1,1,POPULATION,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,46,7.0,6,6,UNIVERSITY,,Sudan,,16.0,SU
2025-11-05,10,0.0,5,5,GOVERNMENT,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,145,-7.5,5,5,HOSPITAL,,"Blue Nile, An Nil al Azraq, Sudan",37041,11.15,315383
2025-11-05,51,3.4,4,4,LIBYAN,UNITED ARAB EMIRATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,11,-0.1,6,6,MEDIA,ACTIVIST,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,203,-10.0,3,3,PARAMILITARY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,50,3.5,2,2,QATAR,MUSLIM,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-05,80,5.0,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-05,202,-10.0,2,2,KORDOFAN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,72,8.3,4,4,OMAR AL BASHIR,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,190,-10.0,2,2,SUDANESE,POPULATION,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,51,3.4,3,3,FIGHTER,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,80,5.0,10,10,,VILLAGE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,90,-2.0,8,8,AFRICA,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,90,-2.0,8,8,AFRICA,,Sudan,,16.0,SU
2025-11-05,130,-4.4,3,3,DEPUTY,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,130,-4.4,3,3,DEPUTY,,Sudan,,16.0,SU
2025-11-05,112,-2.0,2,2,POPULATION,SUDANESE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,10,0.0,1,1,JOURNALIST,AL JAZEERA,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,84,7.0,3,3,JOURNALIST,AL JAZEERA,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,145,-7.5,2,2,ARMY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,1821,-9.0,2,2,ARMY,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,42,1.9,6,6,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,13,0.4,4,4,SUDAN,AL JAZEERA,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,190,-10.0,2,2,SUDANESE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,181,-9.0,10,10,FIGHTER,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,40,1.0,2,2,KUWAIT,UNITED NATIONS,Sudan,,16.0,SU
2025-11-05,51,3.4,3,3,SUDANESE,UNITED NATIONS,Sudan,,16.0,SU
2025-11-05,43,2.8,2,2,,DISPLACED PEOPLE,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,62,7.4,2,2,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,173,-5.0,2,2,,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-05,256,-0.3,10,10,ABU DHABI,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,10,0.0,3,3,CIVILIAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,173,-5.0,1,1,CIVILIAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,30,4.0,2,2,ECOWAS,,Sudan,,16.0,SU
2025-11-05,160,-4.0,2,2,MILITARY,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,42,1.9,2,2,DISPLACED PEOPLE,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,1832,-10.0,7,7,SUDANESE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,190,-10.0,2,2,SUDAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,841,7.0,2,2,NEW YORK,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,80,5.0,10,10,,THE UN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,42,1.9,2,2,,DISPLACED PERSON,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-05,51,3.4,2,2,,DISPLACED PERSON,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-05,71,7.4,10,10,THE UN,UNICEF,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,181,-9.0,10,10,THE UN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,130,-4.4,10,10,WORLD FOOD PROGRAM,SUDAN,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-05,138,-7.0,10,10,PROSECUTOR,INTERNATIONAL CRIMINAL COURT,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-05,144,-7.5,3,3,PARAMILITARY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-05,43,2.8,2,2,DISPLACED PERSON,,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-05,125,-5.0,10,10,SUDAN,SCHOOL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,100,-5.0,8,8,SUDAN,THE UN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-05,138,-7.0,10,10,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-05,138,-7.0,8,8,,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
